Exhibitor,Country,Stand Number,Website,Logo,Products
"MITSUBISHI SHIPBUILDING CO, LTD",Japan,4.202/D,http://www.msb.mhi.co.jp/en/index.html,,"Shipbuilding, Repair Yards"
MITSUBISHI TURBOCHARGER AND ENGINE EUROPE BV,"Netherlands, The",3.132,http://www.mtee.eu,,"Generating Sets, Repair Services"
"MITSUI & CO, LTD",Japan,4.202/O,http://www.mitsui.com/jp/en/index.html,,Other
MITSUI E&S MACHINERY CO. LTD.,Japan,3.531,,,"Engineroom Equipment, Propulsion Systems, Repair Services"
"MITSUI E&S SHIPBUILDING CO, LTD",Japan,4.202/E,http://www.mes.co.jp,,"Shipbuilding, Repair Yards"
MITTAL,Romania,1.519,,,"Pipes, Fittings"
MIURA MACHINE CO LTD,Japan,3.116,,,"Safety Equipment, Services"
MJP WATERJETS,Sweden,1.505,,,Propulsion Systems
MME GROUP,"Netherlands, The",4.309,,,"Corrosion Protection, Deck Equipment, Engineroom Equipment, Other, Ship Spare Parts"
MMSL PTE. LTD.,Singapore,4.202/M,,,Other
MOBOTIX AG,Germany,"2.104,2.459",,,"Other, Security, Ship & Ports"
MODELL MOBLER AS,Norway,3.315,http://www.modell-mobler.com/,,Accommodation Systems/Materials
MOLLET FšLLSTANDTECHNIK GMBH,Germany,2.560,,,Automation
"MOL TECHNO-TRADE, LTD",Japan,4.101/H,https://www.motech.co.jp/e_index.html,,"Ballast Water Management, Clean Energy Solutions & Equipment, Energy Efficiency, Environmental Technologies, Safety Equipment, Services, Ship Spare Parts, Ship Suppliers"
"MOL TECHNO-TRADE, LTD.",Japan,3.111,,,Propellers
MOORE STEPHENS A.E.,Greece,3.322,http://greece.moorestephens.com,,Consultancy Services
MORAN OFFICE OF MARITIME & PORT SECURITY,USA,2.425/10,http://www.momps.com,,"Consultancy Services, Maritime Training Programmes, Port Equipment, Security, Ship & Ports, Training Services"
"MORAN SHIPPING AGENCIES, INC.",USA,2.425/10,http://www.moranshipping.com,,"Cyber Protection Systems, Port Agencies, Services, Security, Ship & Ports, Ship Agents"
MORSKA STOCZNIA REMONTOWA GRYFIA  SA,Poland,"1.337/D,4.309,1.337/C",http://www.msrgryfia.pl,,"Shipbuilding, Repair Yards"
MOTEURS BAUDOUIN SA,France,1.505,,,Propulsion Systems
MOTOCRAFT SA,Greece,1.552,http://www.motocraft.gr,,"Electrical, Electronics, Engineroom Equipment, Generating Sets, Navigation Aids, Osmosis Systems, Propulsion Systems"
MOTOROLA,USA,1.305,,,Communication Aids
MOTOROLA SOLUTIONS,USA,3.430,,,Communication Aids
MPC INTERNATIONAL PAINTS LTD,Cyprus,2.111/Q,,,Ship Spare Parts
MPD GREECE M.A.E.,Greece,2.161,,,
MSA SAFETY,Italy,3.430,,,"Firefighting Equipment, Safety Equipment, Services"
"MSC IN INTERNATIONAL SHIPPING, FINANCE AND MANAGEMENT-AUEB",Greece,2.463,http://msc-isfm.aueb.gr/,,"Maritime Education, Maritime Training Programmes"
MSC MARINE SUPPLY CENTRE B.V.,"Netherlands, The",2.135,,,"Logistics, Safety Equipment, Services, Shipchandlers, Ship Suppliers"
MSC SHIPMANAGEMENT LIMITED,Cyprus,2.111/P,,,
MSR GRYFIA,Poland,"1.317,4.213",,,"Repair Services, Shipbuilding, Repair Yards"
MTG DOLPHIN PLC,Bulgaria,4.125,,,"Shipbuilding, Repair Yards"
MT.H CONTROL VALVES CO LTD,"Korea, Republic of",2.321,,,Cryogenic Equipment
MULTIMARINE SERVICES LTD,Cyprus,2.111/Q,http://www.multimarine.com.cy,,"In/Under-Water Repairs & Services, Offshore Services, Repair Services, Shipbuilding, Repair Yards, Ship Spare Parts"
MULTIMARINE SHIPYARDS LTD,Cyprus,2.111/Q,,,"In/Under-Water Repairs & Services, Shipbuilding, Repair Yards"
MULTRASHIP TOWAGE & SALVAGE,"Netherlands, The",2.228,,,"Towage, Salvage"
"MUSASINO CO., LTD.",Japan,3.121,http://www.musasino.biz,,"Electrical, Electronics"
MYCOM MARINE - REFRIGERATION,Japan,2.334,,,Refrigeration Systems
MYO DOCKS,Turkey,4.213,,,"Shipbuilding, Repair Yards"
MYO SHIPPING AND DOCKING LTD. CO.,Turkey,2.121,http://www.myodocks.com,,"Repair Services, Shipbuilding, Repair Yards"
NABTESCO CORPORATION,Japan,1.323,,,"Shipbuilding, Repair Yards"
NAFTIKA CHRONIKA MAGAZINE,Greece,3.131/13,http://www.naftikachronika.gr ,,"Publications, Media"
NAFTILIAKI GREEK SHIPPING REVIEW,Greece,3.104/2,,,"Publications, Media"
NAFTILIAKI / NEWSFRONT,Greece,3.104/2,http://www.naftiliaki.gr,http://posidoniacrm.posidonia-events.com/Companies/GetCompanyLogo?CompanyId=40916,"Consultancy Services, Publications, Media"
NAFTOSOL LTD,Greece,3.325,http://www.naftosol.gr,,Repair Services
NAGMAN INSTRUMENT & ELECTRONICS LTD,India,2.525,,,"Safety Equipment, Services"
NAIAD DYNAMICS,USA,3.116,,,"Propulsion Systems, Stabilisers"
NAK AUTOMATION ? AUTOMATION SUPPLIES & TECHNICAL SUPPORT,Greece,1.443,,,Automation
NAKILAT - KEPPEL OFFSHORE & MARINE LTD,Qatar,"WS8,4.309",http://www.nkom.com.qa,http://posidoniacrm.posidonia-events.com/Companies/GetCompanyLogo?CompanyId=54721,"Offshore Services, Repair Services, Shipbuilding, Repair Yards"
"NAMURA SHIPBUILDING CO, LTD",Japan,4.202/F,http://www.namura.co.jp,,"Shipbuilding, Repair Yards"
NANIWA PUMP MFG. CO LTD,Japan,"4.109,4.108",,,"Engineroom Equipment, Pumps, Valves"
NANONORD A/S,Denmark,4.230,,,"Fuel Analysis Services, Monitoring Equipment"
NANOPHOS SA,Greece,3.131/4,http://www.nanophos-marine.com,http://posidoniacrm.posidonia-events.com/Companies/GetCompanyLogo?CompanyId=58920,"Coatings, Paints"
"NANTONG BEST MARINE ENGINEERING CO.,LTD",China,2.303/B,http://www.bestmarine.cn,,Design & Innovation
NANTONG COSCO KHI SHIP ENGINEERING CO LTD,China,4.213,,,"Shipbuilding, Repair Yards"
NANTONG RUITAI SHIPYARD,China,1.521,,,"Shipbuilding, Repair Yards"
NANTONG YATAI ENGINEERING TECH. CO. LTD,China,1.521,http://www.yt-cb.cn,,"Corrosion Protection, Environmental Technologies, Exhaust Gas Cleaning Solutions, Inert Gas Systems, Tank Cleaning Systems"
NARDI COMPRESSORS,Italy,2.322,,,"Blasting Equipment, Compressor Suppliers"
NASCO (ZHOUSHAN NANYANG STAR SHIPBUILDINGNG LTD),China,4.309,,,"Shipbuilding, Repair Yards"
NATIONAL BANK OF GREECE SA,Greece,CWS1,http://www.nbg.gr,,"Finance, Banking Services"
NATIONAL DOCUMENTATION CENTRE - EKT,Greece,2.561,,,Government Organisations / Institutions
NAUTA SHIPREPAIR YARD,Poland,1.337/C,,,"Shipbuilding, Repair Yards"
NAVALIMPIANTI S.R.L.,Italy,2.471,,,Deck Equipment
NAVALROCHA,Portugal,2.119,http://www.navalrocha.pt,,"Shipbuilding, Repair Yards"
NAVAL SHIPYARD GDYNIA SA,Poland,4.309,,,"Shipbuilding, Repair Yards"
NAVAMAR SHIP REPAIRS,Canada,2.425/9,,,Repair Services
NAVANTIA SA SME,Spain,"1.411,1.526,3.424",http://WWW.NAVANTIA.ES,,"Shipbuilding, Repair Yards"
NAVARINO,Greece,4.301,https://navarino.gr,,"Cyber Protection Systems, Maritime Training Programmes, Satellite Communications, Services Providers"
NAVE DE LUZ LDA,Portugal,1.216,,,"Electrical, Electronics"
NAVICO GROUP,"Netherlands, The",3.111,,,"Navigation Aids, Satellite Communications"
NAVIGATOR SHIPPING CONSULTANTS LTD,Greece,2.228,http://www.navigatorltd.gr,http://posidoniacrm.posidonia-events.com/Companies/GetCompanyLogo?CompanyId=58674,"Consultancy Services, Ship Agents, Towage, Salvage"
NAVIKON ENGINEERING LTD.,Poland,4.309,,,"Repair Services, Services Providers"
NAVIKON SHIP REPAIR YARD LTD.,Poland,4.309,,,"Shipbuilding, Repair Yards"
NAVISAFE NV.,Belgium,1.115,,,"Safety Equipment, Services"
NAVITEC MARINE SERVICES NV,Belgium,1.115,,,Offshore Services
NAVITRANS SHIPPING AGENCIES INC.,Canada,2.425/9,,,"Services Providers, Ship Agents"
NAVMEP,Greece,4.222,,,Repair Services
NAVTOR,Norway,3.229/D,http://www.navtor.com,,"Computer Applications, Big Data, IT Services, Navigation Aids"
N. BOGDANOS MARINE BUREAU LTD,Greece,2.102,http://www.bogdanos-marine.gr,,"Ballast Water Management, Clean Energy Solutions & Equipment, Coatings, Paints, Consultancy Services, Corrosion Protection, Energy Efficiency, Engineroom Equipment, Environmental Technologies, In/Under-Water Repairs & Services, Other, Pipes, Fittings, Propellers, Repair Services, Retrofitting, Ship Spare Parts, Underwater Technology"
NBS COMMUNICATIONS,Bulgaria,1.437,,,Satellite Communications
NBS MARITIME,Bulgaria,1.437,http://www.nbs-maritime.com,http://posidoniacrm.posidonia-events.com/Companies/GetCompanyLogo?CompanyId=60063,"Satellite Communications, Ship Suppliers"
NBS MARITIME,Romania,1.437,,,Ship Suppliers
NBS MARITIME B.V.,"Netherlands, The",1.437,,,Ship Suppliers
NBS SHIP SUPPLY A.S.,Turkey,1.437,,,Ship Suppliers
NCM,Romania,4.222,,,"Repair Services, Services Providers"
NCSR ?DEMOKRITOS? - ISL,Greece,3.413,,,"Computer Applications, Big Data, IT Services, Internet Services, Navigation Aids, Security, Ship & Ports"
NEPTUNE TECHNICAL AGENCIES LTD,Greece,2.158,http://www.neptune-technical.com,,"Deck Equipment, Design & Innovation, Environmental Technologies, Exhaust Gas Cleaning Solutions, Propulsion Systems, Repair Services, Retrofitting, Shipbuilding, Repair Yards, Ship Spare Parts, Ship Suppliers"
NET,"Korea, Republic of",3.161,,,
NETA SEA MAGAZ?NE,Turkey,2.000,,,"Publications, Media"
NETHERLANDS MARITIME TECHNOLOGY,"Netherlands, The","4.320,4.320",http://www.maritimetechnology.nl,,"Associations, Organisations"
NETWAVE,"Netherlands, The",1.113,,,"Electrical, Electronics, Services Providers"
NEWPORT SHIPPING UK LLP,United Kingdom,2.157,http:// http://www.newportshipping.com,,"Shipbuilding, Repair Yards, Shipmanagement"
NEWSFRONT GREEK SHIPPING INTELLIGENCE,Greece,3.104/2,,,"Publications, Media"
NEWSFRONT SHIPPING PUBLICATIONS,Greece,3.104/2,,,"Consultancy Services, Publications, Media"
NEW TIMES SHIPBUILDING,China,4.213,,,"Shipbuilding, Repair Yards"
NEW YORK COLLEGE ?.?.,Greece,3.449,http://www.nyc.gr,,"Maritime Education, Maritime Training Programmes, Training Services"
NEXANS HELLAS,Greece,1.419,,,Cables
NEXT MARITIME S.L.,Spain,2.217,http://www.nextmaritime.com,http://posidoniacrm.posidonia-events.com/Companies/GetCompanyLogo?CompanyId=61841,"Logistics, Port Agencies, Services, Ship Agents, Shipbrokers"
NICO INTERNATIONAL,United Arab Emirates,1.507,http://www.nicouae.com,,"Airconditioning, Ventilation, Automation, Ballast Water Management, Bearings, Blasting Equipment, Boilers, Coatings, Paints, Electrical, Electronics, Propulsion Systems, Pumps, Valves, Refrigeration Systems, Repair Services, Retrofitting, Services Providers, Shipbuilding, Repair Yards, Ship Spare Parts, Tank Cleaning Systems, Underwater Technology"
NIPPON PAINT MARINE (EUROPE) GMBH,Germany,2.118,,,"Coatings, Paints"
NISHI-F & ISHIHARA DOCKYARD,Japan,3.116,,,"Safety Equipment, Services"
NK CO LTD,"Korea, Republic of",3.121,http:// www.nkcf.com,,Ballast Water Management
NK (NEUENHAUSER KOMPRESSORENBAU GMBH),Germany,3.111,,,Compressor Suppliers
NOK CORPORATION,Japan,2.139,,,Seals & Packings
NORDIC FLOW CONTROL PTE,Singapore,1.521,http://www.nordicflowcontrol.com,,"Automation, Cargo Handling, Electrical, Electronics, Engineroom Equipment, Hydraulics, Monitoring Equipment, Pumps, Valves, Retrofitting"
NORIS GROUP,Germany,2.417,,,Automation
NORSAFE AS,Norway,3.317,,,"Deck Equipment, Maritime Education, Maritime Training Programmes, Safety Equipment, Services, Security, Ship & Ports, Training Services"
NORSAFE HELLAS SA,Greece,3.317,http://www.norsafe.com,,"Deck Equipment, Maritime Education, Maritime Training Programmes, Safety Equipment, Services, Security, Ship & Ports, Training Services"
NORTHEAST SHIP REPAIR,USA,4.222,,,"Shipbuilding, Repair Yards"
NORWAY EXPORTS MARITIME,Norway,2.000,,,"Publications, Media"
NORWEGIAN MARITIME EXPORTERS,Norway,"3.229,3.229",http://www.nme.no,,"Associations, Organisations"
NOSCO VINALINES SHIP REPAIR COMPANY,Vietnam,1.317,,,"Repair Services, Shipbuilding, Repair Yards"
NOVA ELECTRONICS S.A.,Greece,"CWS 8,1.205",http://www.novaelectronics.gr,,"Automation, Ballast Water Management, Electrical, Electronics, Internet Services, Navigation Aids, Repair Services, Retrofitting, Safety Equipment, Services, Satellite Communications, Services Providers, Ship Spare Parts, Ship Suppliers"
"NOV FIBER GLASS SYSTEMS, GRE PIPES",USA,2.102,http://www.nov.com/fgs,,"Corrosion Protection, Exhaust Gas Cleaning Solutions, Pipes, Fittings, Retrofitting, Ship Spare Parts"
NRG MARITIME INC,Greece,3.547,http://www.nrgmaritime.com,http://posidoniacrm.posidonia-events.com/Companies/GetCompanyLogo?CompanyId=63437,Shipmanagement
NTN - SNR  ROULEMENTS S.A.,Japan,2.320,,,Bearings
NVENT,USA,1.439,,,"Electrical, Electronics"
NZK,Japan,3.132,,,"Pumps, Valves"
OBERLIN FILTER COMPANY,USA,2.262,http://www.oberlinfilter.com,,"Environmental Technologies, Exhaust Gas Cleaning Solutions, Filtration, Pollution Control, Water Saving & Treatment Systems"
OCEAN CLEAN GMBH,Germany,2.521,,,"Ballast Water Management, Pollution Control, Separators, Sewage Treatment"
OCEANDYNAMIC MARINE ENGINEERING & TRADING,Cyprus,2.334,http://www.oceandynamic.com,,"Air Emissions Control, Automation, Boilers, Burners, Exhaust Gas Cleaning Solutions, Pipes, Fittings, Pumps, Valves, Repair Services, Retrofitting, Ship Spare Parts, Ship Suppliers"
OCEAN GROUP TUGS,Canada,2.425/9,,,"Towage, Salvage"
OCEANIC MARINE SERVICES,Greece,2.102,http://www.oceanicms.com,,"Consultancy Services, Repair Services"
OCEANKING TECHNICAL & TRADING SA,Greece,3.121,http://www.oceanking.gr,,"Accommodation Systems/Materials, Airconditioning, Ventilation, Air Emissions Control, Automation, Ballast Water Management, Boilers, Burners, Cargo Handling, Communication Aids, Compressor Suppliers, Computer Applications, Big Data, IT Services, Cryogenic Equipment, Deck Equipment, Electrical, Electronics, Energy Efficiency, Engineroom Equipment, Exhaust Gas Cleaning Solutions, Offshore Systems & Applications, Pollution Control, Propellers, Propulsion Systems, Pumps, Valves, Refrigeration Systems, Retrofitting, Ship Spare Parts, Stabilisers, Steering Gear, Equipment, Tank Cleaning Systems"
OCEAN MARINE SERVICES,"Korea, Republic of",3.161,http://www.oceanma.com,,"Ship Spare Parts, Ship Suppliers"
OCEAN MARITIME & TRADING,Japan,3.111,,,Ship Spare Parts
"OCEAN ROUTE SHIP STORE CO., LTD",China,4.325/B,http://www.china-shipstore.com,,"Electrical, Electronics, Navigation Aids, Seals & Packings, Shipchandlers, Ship Suppliers"
OCEAN SIGNAL,United Kingdom,1.305,,,"Communication Aids, Safety Equipment, Services"
OCEAN SIGNAL,Australia,3.459,,,"Safety Equipment, Services"
OCEANTECH SHIPPING & TRADING LIMITED,Cyprus,3.353,http://www.ost.gr,,"Compressor Suppliers, Corrosion Protection, Deck Equipment, Engineroom Equipment, Propulsion Systems, Seals & Packings, Separators, Ship Spare Parts"
ODESSOS SHIPREPAIR YARD SA,Bulgaria,"2.154,1.317,4.213",http://www.odessos-yard.bg,,"Repair Services, Shipbuilding, Repair Yards"
OFFICE PLUS BUSINESS CENTERS,Greece,3.451,http://www.office-plus.gr,,Consultancy Services
OGNIOS GMBH,Austria,1.241,http://www.ognios.com,,"Communication Aids, Deck Equipment, Design & Innovation, Electrical, Electronics, Safety Equipment, Services"
OKEANONE SHIP REPAIR & MARINE SERVICES,Greece,4.226,,,"Airconditioning, Ventilation, Automation, Bearings, Blasting Equipment, Boilers, Clean Energy Solutions & Equipment, Compressor Suppliers, Deck Equipment, Electrical, Electronics, Engineroom Equipment, Filtration, Firefighting Equipment, Gases, Refrigerants, Inert Gas Systems, In/Under-Water Repairs & Services, Pipes, Fittings, Propellers, Pumps, Valves, Refrigeration Systems, Repair Services, Safety Equipment, Services, Seals & Packings, Security, Ship & Ports, Services Providers, Ship Agents, Shipbrokers, Shipbuilding, Repair Yards, Shipmanagement, Ship Spare Parts, Ship Suppliers, Towage, Salvage, Underwater Technology"
OLIMPIC GROUP,Poland,1.521,http://www.olimpic.com.pl,,"Repair Services, Safety Equipment, Services, Ship Agents, Shipchandlers"
OLYMPIA ELECTRONICS SA,Greece,"3.131/2,1.419",http://www.olympia-electronics.gr,http://posidoniacrm.posidonia-events.com/Companies/GetCompanyLogo?CompanyId=61417,"Electrical, Electronics, Firefighting Equipment, Safety Equipment, Services"
OLYMPOS MARINE SERVICES,Greece,2.417,,,Firefighting Equipment
OMAN DRYDOCK COMPANY,Oman,"3.442,4.213",http://www.omandrydock.com,,"Shipbuilding, Repair Yards"
O.MIND CREATIVES,Greece,2.461,,,"Publications, Media"
OMRON,Greece,1.419,,,"Electrical, Electronics"
OMSA SRL,Italy,1.519,,,"Pipes, Fittings"
ONEX SHIPYARDS,USA,2.425/3,http://www.onexshipyards.com,http://posidoniacrm.posidonia-events.com/Companies/GetCompanyLogo?CompanyId=63327,"LNG Technology, Retrofitting, Services Providers, Shipbuilding, Repair Yards, Ship Outfitters"
ONEX SYROS SHIPYARDS S.A.,Greece,2.425/3,,http://posidoniacrm.posidonia-events.com/Companies/GetCompanyLogo?CompanyId=63327,"LNG Technology, Offshore Services, Repair Services, Retrofitting, Shipbuilding, Repair Yards"
ONURSAN MARINE SAFETY LTD.,Turkey,1.409/A,http:// www.onursan.net,,Firefighting Equipment
OPSIS COLLECTIVA,Greece,2.321,,,"Other, Training Services"
OPTIBELT GMBH,Germany,2.145,,,Other
OPTIMARIN AS,Norway,"3.229/A,3.229/A",http://www.optimarin.com,,Ballast Water Management
ORBINOX SA,Spain,1.519,,,"Pumps, Valves"
ORESUND DRYDOCKS,Sweden,1.317,,,"Repair Services, Shipbuilding, Repair Yards"
ORIENTAL PRECISION & ENGINEERING CO. LTD.,"Korea, Republic of","1.521,3.116,2.471",http://www.opco.co.kr,,"Accommodation Systems/Materials, Cargo Handling, Deck Equipment, Engineroom Equipment, Mooring Equipment & Ropes, Offshore Systems & Applications, Port Equipment, Retrofitting, Safety Equipment, Services"
ORIENT MARITIME AGENCIES PTE LTD,Singapore,4.309,,,"Logistics, Ship Agents"
ORIENT SHIPYARD CO LTD,"Korea, Republic of",4.309,,,"Shipbuilding, Repair Yards"
ORKOT MARINE BEARINGS - TRELLEBORG,United Kingdom,3.215,,,"Bearings, Steering Gear, Equipment"
ORTS GMBH,Germany,3.111,,,Cargo Handling
"OSAKA BOILER MFG. CO, LTD",Japan,3.531,,,
OSCG,"Korea, Republic of",3.161,,,
"OSHIMA SHIPBUILDING CO, LTD",Japan,4.202/G,http://www.osy.co.jp/english,,"Shipbuilding, Repair Yards"
OSM CREW MANAGEMENT LTD,Cyprus,2.111/R,http://www.osm.no,,"Crewing Services, Shipmanagement, Shipping Companies"
OSM MARITIME GROUP LTD.,Cyprus,2.111/R,,,"Airlines, Aviation, Shipmanagement"
OSTAR MARINE SERVICE CO. LTD,China,3.537,http://www.ostarmarine.cn/en/index.aspx,,"Shipchandlers, Ship Suppliers"
OTESAT_MARITEL,Greece,"1.201,WS2",http://www.otesat-maritel.com,http://posidoniacrm.posidonia-events.com/Companies/GetCompanyLogo?CompanyId=3621,"Communication Aids, Cyber Protection Systems, Deck Equipment, Electrical, Electronics, Repair Services, Safety Equipment, Services, Satellite Communications, Services Providers, Ship Spare Parts"
OVAKO COUPLINGS AB - SKF,Sweden,3.215,,,Bearings
OVIT INNOVATING SECURITY,Greece,2.263,http://www.ovitsec.com,,"Security, Ship & Ports"
OXYMAT A/S,Denmark,3.111,,,Generating Sets
OZATA SHIPYARD,Turkey,2.464,http://www.ozatashipyard.com,,"Shipbuilding, Repair Yards"
"OZ INDUSTRY CO.,LTD","Korea, Republic of","3.403/8,3.403/8",http://www.oz-industry.com,,"Container Services, Deck Equipment, Safety Equipment, Services, Security, Ship & Ports"
PACIFIC GREEN MARINE TECHNOLOGIES,Canada,2.156,http://www.pacificgreentechnologies.com/products/envi-marine,,"Air Emissions Control, Clean Energy Solutions & Equipment, Design & Innovation, Energy Efficiency, Environmental Technologies, Retrofitting"
PAGONIS BROS P.C.,Greece,1.545,,,"Airconditioning, Ventilation, Automation, Beacons, Markers, Bearings, Boilers, Burners, Cables, Deck Equipment, Electrical, Electronics, Engineroom Equipment, Inert Gas Systems, Pumps, Valves, Shipbrokers, Ship Suppliers"
